Gender,Major,Program,GPA
Male,B.Tech,CSE,6.97
Male,B.Tech,ECE,7.35
Male,PhD,CSE,8.91
Male,B.Tech,CSE,7.24
Female,B.Tech,CND,7.48
Female,B.Tech,CSE,6.63
Male,B.Tech,CND,8.57
Male,PhD,ECE,8.62
Male,B.Tech,CSE,7.08
Female,B.Tech,ECE,6.88
Male,B.Tech,ECE,7.98
Male,B.Tech,ECE,6.39
Female,B.Tech,CHD,5.22
Male,B.Tech,CSE,7.07
Female,B.Tech,CND,8.19
Male,B.Tech,CSE,8.59
Male,MS,CND,7.92
Male,B.Tech,ECE,7.04
Female,MS,CND,8.36
Female,B.Tech,ECE,6.74
Female,MS,CSE,8.36
Male,B.Tech,CND,6.91
Female,B.Tech,CSE,8.01
Male,B.Tech,CSE,7.72
Male,B.Tech,CHD,7.81
Female,B.Tech,CSE,6.79
Male,B.Tech,CSE,8.93
Male,B.Tech,ECE,7.48
Male,B.Tech,CHD,7.25
Male,B.Tech,CSE,6.24
Male,MS,ECE,7.93
Male,B.Tech,ECE,7.11
Male,B.Tech,CHD,6.21
Female,B.Tech,CND,6.71
Female,B.Tech,ECE,6.83
Male,B.Tech,ECE,7.06
Male,MS,ECE,6.77
Male,B.Tech,CSE,6.86
Male,B.Tech,ECE,6.62
Male,B.Tech,CND,6.98
Male,B.Tech,ECE,8.04
Male,MS,CSE,9.44
Male,MS,ECE,8.47
Male,B.Tech,ECE,5.77
Male,B.Tech,ECE,6.65
Female,B.Tech,ECE,7.6
Female,B.Tech,ECE,7.48
Male,B.Tech,CSE,7.99
Female,MS,CND,7.93
Male,B.Tech,ECE,6.64
Female,B.Tech,CSE,8.75
Female,B.Tech,CSE,7.06
Male,MS,CND,7.29
Male,B.Tech,CHD,8.48
Male,MS,ECE,6.95
Male,B.Tech,CSE,4.0
Male,B.Tech,CSE,7.77
Male,MS,CSE,8.64
Male,MS,CHD,8.29
Female,B.Tech,ECE,5.7
Other,B.Tech,ECE,6.94
Male,MS,CHD,7.81
Male,B.Tech,CSE,6.46
Male,B.Tech,CSE,8.41
Male,PhD,ECE,7.78
Female,B.Tech,CSE,7.32
Male,B.Tech,CSE,8.19
Male,B.Tech,ECE,7.38
Male,B.Tech,CHD,8.24
Male,B.Tech,ECE,7.56
Female,B.Tech,CHD,7.43
Female,B.Tech,ECE,7.37
Male,B.Tech,ECE,7.61
Male,B.Tech,CSE,6.61
Male,B.Tech,CND,5.7
Female,PhD,CSE,8.78
Female,B.Tech,CSE,8.16
Male,PhD,ECE,8.43
Male,B.Tech,CND,6.45
Female,MS,CND,6.91
Male,B.Tech,ECE,7.09
Female,B.Tech,ECE,5.65
Male,MS,ECE,6.96
Male,MS,CND,7.99
Male,B.Tech,ECE,6.24
Male,MS,CND,8.24
Male,B.Tech,CSE,6.84
Female,MS,ECE,7.58
Male,B.Tech,CHD,5.3
Male,B.Tech,CSE,6.15
Male,B.Tech,CND,6.18
Male,B.Tech,ECE,5.77
Male,MS,CND,7.77
Male,B.Tech,CSE,5.85
Female,B.Tech,ECE,6.84
Male,B.Tech,ECE,7.24
Male,B.Tech,ECE,6.17
Male,B.Tech,ECE,7.43
Female,B.Tech,CND,5.64
Female,PhD,CHD,7.74
Female,B.Tech,CSE,6.89
Male,B.Tech,CND,7.69
Male,MS,CSE,8.61
Male,B.Tech,CSE,8.61
Male,PhD,CSE,8.11
Male,MS,CND,7.91
Male,B.Tech,CSE,5.97
Male,B.Tech,CSE,5.75
Male,B.Tech,CND,7.23
Female,B.Tech,CHD,6.22
Male,MS,CSE,8.86
Male,B.Tech,ECE,5.54
Female,B.Tech,CND,7.49
Male,B.Tech,CSE,5.99
Female,B.Tech,CHD,6.18
Male,B.Tech,ECE,7.54
Male,MS,CHD,7.53
Female,B.Tech,ECE,6.48
Female,B.Tech,ECE,6.19
Female,B.Tech,CSE,8.79
Male,MS,CHD,7.57
Male,B.Tech,CSE,7.05
Male,MS,ECE,7.86
Male,B.Tech,CSE,7.22
Female,PhD,CND,7.99
Male,B.Tech,CSE,6.8
Female,B.Tech,ECE,7.39
Male,B.Tech,ECE,6.14
Male,B.Tech,ECE,8.09
Male,B.Tech,ECE,8.19
Female,B.Tech,ECE,7.61
Female,B.Tech,CSE,7.07
Female,B.Tech,CSE,4.01
Female,PhD,CHD,8.51
Female,B.Tech,CND,6.61
Female,MS,CSE,7.83
Male,B.Tech,CSE,5.1
Male,B.Tech,CSE,7.49
Male,B.Tech,ECE,5.55
Other,B.Tech,CSE,7.12
Female,PhD,CND,8.75
Male,B.Tech,CSE,6.53
Female,MS,CSE,8.85
Female,PhD,ECE,7.93
Male,B.Tech,ECE,7.6
Male,PhD,CHD,7.65
Female,B.Tech,CSE,8.03
Male,PhD,CND,8.74
Female,MS,ECE,8.33
Male,B.Tech,ECE,6.61
Female,PhD,CHD,7.6
Female,B.Tech,CSE,6.61
Female,B.Tech,CHD,8.11
Male,B.Tech,CHD,7.13
Female,B.Tech,CSE,5.45
Female,B.Tech,ECE,5.88
Male,MS,CSE,8.88
Female,B.Tech,ECE,7.49
Male,B.Tech,CSE,5.77
Male,B.Tech,CHD,5.23
Male,B.Tech,CSE,6.37
Male,MS,CSE,6.7
Male,MS,CSE,7.89
Female,PhD,CSE,9.53
Male,B.Tech,ECE,5.4
Female,B.Tech,CSE,6.81
Male,PhD,CND,8.96
Male,MS,CSE,8.52
Male,B.Tech,ECE,6.85
Female,B.Tech,ECE,6.85
Male,PhD,CND,7.72
Male,MS,CND,7.81
Female,B.Tech,CHD,7.24
Male,MS,CHD,8.77
Male,B.Tech,CSE,6.38
Male,B.Tech,ECE,6.81
Female,B.Tech,CND,6.05
Male,B.Tech,CSE,7.23
Female,B.Tech,ECE,7.78
Male,B.Tech,CSE,7.63
Female,B.Tech,ECE,5.83
Female,MS,ECE,8.1
Other,PhD,CHD,7.96
Male,B.Tech,ECE,8.01
Female,B.Tech,CND,6.84
Male,PhD,CHD,7.54
Male,B.Tech,CHD,6.78
Male,MS,ECE,8.32
Female,MS,ECE,8.17
Other,B.Tech,ECE,6.49
Female,MS,CSE,7.59
Male,MS,ECE,7.31
Male,B.Tech,ECE,6.61
Female,B.Tech,ECE,6.14
Male,B.Tech,ECE,7.97
Male,B.Tech,CSE,6.1
Male,B.Tech,CSE,7.12
Male,B.Tech,ECE,7.05
Male,B.Tech,CSE,7.95
Male,PhD,ECE,8.84
Male,B.Tech,CSE,7.7
Male,B.Tech,CSE,7.35
Other,B.Tech,CSE,5.95
Male,B.Tech,CSE,5.93
Male,B.Tech,CSE,6.15
Female,B.Tech,ECE,7.75
Male,B.Tech,CSE,7.07
Female,MS,ECE,8.61
Female,PhD,CND,8.8
Male,B.Tech,ECE,6.27
Male,B.Tech,CSE,7.03
Female,B.Tech,CND,6.99
Female,MS,ECE,7.77
Male,B.Tech,CSE,6.47
Male,PhD,CND,8.89
Male,B.Tech,CHD,7.05
Other,B.Tech,ECE,7.01
Male,B.Tech,ECE,6.2
Female,PhD,CHD,8.64
Male,MS,CSE,7.3
Male,B.Tech,CSE,7.45
Male,B.Tech,ECE,7.48
Male,B.Tech,CND,6.59
Male,B.Tech,CSE,7.32
Male,MS,CHD,8.13
Male,MS,CSE,7.97
Female,MS,ECE,8.01
Male,PhD,CHD,8.33
Male,B.Tech,ECE,7.13
Female,MS,CSE,8.04
Female,MS,ECE,7.23
Female,B.Tech,ECE,6.85
Other,MS,CSE,8.19
Male,B.Tech,CSE,7.1
Male,MS,CHD,8.67
Female,B.Tech,ECE,7.62
Female,B.Tech,CSE,6.13
Male,B.Tech,ECE,6.83
Female,B.Tech,CND,6.69
Male,B.Tech,CSE,7.0
Male,B.Tech,ECE,7.0
Male,B.Tech,CSE,7.61
Male,B.Tech,CSE,7.18
Male,MS,CSE,8.86
Male,PhD,ECE,8.42
Female,B.Tech,CHD,6.17
Male,MS,CSE,7.67
Male,B.Tech,ECE,7.6
Female,MS,ECE,6.87
Female,B.Tech,CSE,5.65
Female,B.Tech,ECE,7.01
Female,B.Tech,ECE,7.95
Female,B.Tech,CHD,8.31
Male,MS,CND,7.85
Male,MS,ECE,8.74
Male,B.Tech,ECE,7.07
Male,B.Tech,CSE,5.47
Male,MS,CHD,7.99
Female,MS,CND,7.57
Male,B.Tech,CSE,7.92
Male,B.Tech,ECE,6.97
Male,B.Tech,ECE,5.72
Female,B.Tech,ECE,5.5
Male,B.Tech,CSE,6.98
Female,B.Tech,CND,4.58
Male,MS,CHD,7.64
Male,B.Tech,CSE,7.23
Male,PhD,CSE,7.77
Female,MS,CHD,8.7
Male,PhD,CSE,8.9
Female,B.Tech,CSE,5.98
Male,MS,ECE,7.79
Male,B.Tech,ECE,7.99
Female,B.Tech,ECE,7.0
Female,B.Tech,CSE,5.61
Female,B.Tech,ECE,6.86
Female,MS,CND,7.4
Female,MS,CSE,8.78
Female,B.Tech,ECE,7.61
Female,B.Tech,CND,6.69
Female,B.Tech,ECE,7.14
Female,B.Tech,ECE,5.69
Male,MS,CSE,7.47
Female,B.Tech,ECE,8.55
Male,PhD,CHD,8.33
Female,B.Tech,ECE,7.93
Female,B.Tech,CND,7.23
Male,B.Tech,CSE,8.31
Female,B.Tech,CSE,5.0
Male,B.Tech,CSE,6.81
Male,MS,CHD,9.15
Female,MS,CSE,8.67
Male,B.Tech,ECE,8.33
Female,B.Tech,CSE,6.99
Female,B.Tech,ECE,6.46
Male,B.Tech,CSE,5.97
Male,B.Tech,CHD,5.9
Male,B.Tech,ECE,7.81
Male,MS,CND,8.36
Other,MS,ECE,7.95
Male,PhD,CSE,8.55
Male,B.Tech,CSE,7.14
Male,PhD,CND,8.78
Male,B.Tech,ECE,7.95
Female,B.Tech,CSE,5.93
Male,PhD,CHD,8.44
Female,B.Tech,ECE,5.33
Male,B.Tech,CSE,7.13
Female,MS,CSE,8.42
Male,PhD,CND,7.64
Male,MS,CSE,7.71
Female,B.Tech,CSE,7.01
Male,B.Tech,CSE,7.23
Female,PhD,CSE,8.16
Female,B.Tech,ECE,5.83
Male,B.Tech,CSE,6.95
Male,B.Tech,CSE,5.35
Female,B.Tech,CND,6.77
Male,B.Tech,CSE,6.56
Male,B.Tech,CSE,6.87
Male,B.Tech,ECE,6.44
Male,B.Tech,ECE,5.49
Male,B.Tech,CHD,6.63
Female,B.Tech,CSE,7.93
Female,MS,CND,8.88
Female,B.Tech,ECE,9.44
Female,B.Tech,ECE,8.69
Male,PhD,CSE,7.7
Female,B.Tech,CSE,6.59
Male,B.Tech,ECE,6.98
Male,B.Tech,CHD,6.91
Male,MS,ECE,8.05
Male,PhD,CSE,9.5
Female,PhD,CSE,7.76
Female,MS,CHD,7.5
Male,B.Tech,ECE,8.64
Male,B.Tech,CSE,6.38
Other,B.Tech,CSE,7.39
Male,B.Tech,ECE,8.03
Male,MS,ECE,8.34
Male,B.Tech,ECE,7.19
Female,B.Tech,CHD,7.94
Female,MS,CHD,7.37
Male,B.Tech,CSE,6.5
Male,B.Tech,ECE,7.54
Female,B.Tech,CND,4.93
Female,B.Tech,CND,8.42
Male,B.Tech,CHD,7.3
Female,B.Tech,CSE,7.15
Male,B.Tech,ECE,5.37
Male,MS,CND,7.1
Female,PhD,CHD,8.1
Male,B.Tech,CSE,7.81
Male,B.Tech,CND,4.92
Male,MS,ECE,8.55
Male,PhD,CSE,8.12
Other,B.Tech,CSE,6.78
Male,B.Tech,ECE,7.25
Female,MS,ECE,8.19
Male,B.Tech,CSE,6.29
Male,B.Tech,ECE,7.62
Male,B.Tech,ECE,4.68
Female,B.Tech,ECE,6.55
Male,B.Tech,CSE,7.15
Female,B.Tech,ECE,6.66
Male,MS,CSE,6.72
Female,B.Tech,CSE,7.76
Male,B.Tech,CSE,5.75
Female,B.Tech,CHD,6.93
Female,MS,ECE,8.11
Female,B.Tech,CSE,7.02
Female,B.Tech,CSE,8.17
Female,B.Tech,ECE,6.95
Male,MS,CND,8.3
Male,B.Tech,CND,6.94
Male,B.Tech,CSE,7.61
Female,B.Tech,CSE,8.39
Male,MS,CSE,8.1
Female,B.Tech,ECE,7.78
Male,MS,CSE,9.02
Male,MS,CSE,8.95
Male,PhD,CHD,8.11
Female,B.Tech,CSE,8.04
Male,PhD,CSE,8.42
Male,B.Tech,CSE,8.12
Male,B.Tech,CSE,7.57
Male,MS,ECE,8.19
Male,B.Tech,CND,7.43
Male,B.Tech,CSE,7.26
Female,B.Tech,CSE,7.29
Male,B.Tech,CND,6.84
Male,B.Tech,CHD,6.75
Male,MS,ECE,9.23
Male,MS,CHD,8.33
Male,B.Tech,CSE,6.43
Male,B.Tech,ECE,6.72
Male,PhD,CND,8.83
Male,B.Tech,ECE,6.26
Female,B.Tech,ECE,5.52
Female,B.Tech,CSE,5.59
Female,B.Tech,ECE,5.27
Male,B.Tech,ECE,5.7
Male,B.Tech,ECE,5.82
Male,B.Tech,CSE,8.39
Male,B.Tech,ECE,6.95
Other,B.Tech,ECE,6.64
Male,MS,CSE,6.99
Male,MS,CSE,7.9
Male,B.Tech,CSE,5.26
Female,B.Tech,ECE,6.63
Male,PhD,CHD,9.33
Male,B.Tech,CHD,7.66
Male,MS,CSE,7.85
Male,B.Tech,CND,7.7
Male,PhD,CHD,8.04
Male,B.Tech,CSE,6.2
Male,B.Tech,CSE,8.7
Male,MS,CSE,7.2
Male,B.Tech,CND,6.65
Male,B.Tech,CSE,7.31
Male,B.Tech,CSE,6.06
Female,MS,CSE,8.46
Female,B.Tech,CHD,6.69
Male,B.Tech,CSE,7.66
Male,B.Tech,CSE,7.59
Male,B.Tech,ECE,6.76
Male,B.Tech,ECE,8.71
Female,B.Tech,ECE,6.33
Male,B.Tech,ECE,8.35
Female,B.Tech,CHD,8.17
Male,B.Tech,CHD,8.77
Male,B.Tech,ECE,7.17
Female,B.Tech,CSE,6.21
Female,B.Tech,ECE,9.08
Female,PhD,CSE,8.13
Female,B.Tech,CSE,6.19
Male,MS,CND,7.87
Female,B.Tech,CHD,6.02
Male,B.Tech,ECE,7.53
Female,B.Tech,CHD,6.39
Male,B.Tech,CND,6.71
Female,PhD,CHD,8.78
Male,PhD,CHD,8.61
Male,MS,CHD,8.01
Male,B.Tech,CSE,7.17
Female,B.Tech,CSE,7.01
Male,B.Tech,ECE,6.57
Male,PhD,ECE,8.3
Male,B.Tech,CSE,7.49
Male,B.Tech,CSE,6.87
Female,B.Tech,CSE,7.42
Male,B.Tech,CND,6.16
Female,PhD,CHD,8.0
Male,B.Tech,ECE,6.27
Male,B.Tech,CND,6.43
Female,B.Tech,CND,8.29
Female,MS,ECE,8.51
Male,B.Tech,CND,5.92
Male,MS,ECE,8.31
Female,B.Tech,CSE,6.61
Male,MS,CSE,7.52
Other,MS,CHD,6.96
Female,B.Tech,ECE,7.97
Female,B.Tech,ECE,5.64
Male,B.Tech,ECE,6.95
Female,B.Tech,CSE,6.05
Male,MS,CSE,8.54
Male,B.Tech,ECE,6.67
Male,B.Tech,CSE,6.87
Male,B.Tech,ECE,6.9
Female,B.Tech,ECE,7.3
Female,MS,ECE,8.01
Female,B.Tech,CSE,6.96
Male,PhD,CHD,8.04
Male,PhD,CND,7.51
Male,B.Tech,CND,5.88
Other,B.Tech,CHD,7.72
Male,MS,ECE,7.79
Female,B.Tech,CSE,6.34
Male,B.Tech,ECE,5.59
Male,B.Tech,CND,5.28
Female,B.Tech,CSE,6.3
Male,MS,CSE,8.62
Female,B.Tech,CSE,6.44
Female,B.Tech,ECE,7.4
Male,PhD,ECE,8.0
Male,MS,CSE,8.45
Male,B.Tech,CHD,6.65
Female,MS,ECE,7.14
Male,B.Tech,CSE,6.73
Male,MS,ECE,9.28
Male,B.Tech,CSE,8.79
Female,B.Tech,ECE,7.49
Male,MS,ECE,7.9
Female,B.Tech,ECE,7.3
Female,PhD,CND,8.46
Male,B.Tech,ECE,6.96
Male,PhD,ECE,8.52
Female,PhD,CHD,8.4
Male,B.Tech,CHD,6.68
Female,MS,CSE,7.16
Male,B.Tech,CSE,6.54
Male,PhD,CHD,8.7
Female,B.Tech,ECE,6.97
Male,MS,CSE,8.21
Male,B.Tech,ECE,6.72
Male,B.Tech,ECE,5.94
Male,B.Tech,CND,6.76
Male,B.Tech,CSE,5.98
Male,MS,CHD,7.24
Female,B.Tech,CSE,8.21
Male,B.Tech,ECE,6.58
Female,B.Tech,ECE,6.26
Male,B.Tech,CSE,8.62
Female,B.Tech,CHD,7.81
Male,MS,CSE,7.74
Female,PhD,CHD,8.51
Male,B.Tech,CSE,6.76
Male,B.Tech,ECE,6.31
Male,B.Tech,CSE,7.47
Male,B.Tech,CHD,6.68
Male,B.Tech,CHD,7.08
Male,MS,CND,8.71
Female,B.Tech,CSE,7.91
Male,MS,CHD,7.61
Male,B.Tech,CSE,7.49
Male,B.Tech,CHD,5.87
Female,B.Tech,ECE,7.45
Male,B.Tech,ECE,7.15
Male,B.Tech,ECE,7.38
Male,MS,CSE,7.79
Female,B.Tech,ECE,9.08
Female,MS,CSE,7.37
Male,B.Tech,CND,7.97
Female,B.Tech,CHD,5.97
Female,B.Tech,ECE,7.5
Male,B.Tech,CND,7.58
Female,B.Tech,CSE,7.05
Male,B.Tech,CND,6.5
Male,B.Tech,CSE,7.14
Male,B.Tech,ECE,7.27
Male,B.Tech,ECE,8.79
Male,B.Tech,CSE,6.13
Female,B.Tech,CSE,6.44
Male,PhD,CSE,8.44
Male,B.Tech,CND,6.74
Male,MS,CSE,7.93
Female,B.Tech,ECE,8.07
Male,MS,CHD,6.03
Male,B.Tech,CSE,6.4
Male,PhD,ECE,7.43
Male,B.Tech,ECE,5.8
Other,MS,CSE,9.68
Female,B.Tech,ECE,7.6
Male,B.Tech,CSE,7.95
Female,B.Tech,CSE,6.92
Male,B.Tech,ECE,7.76
Female,B.Tech,ECE,5.23
Male,B.Tech,CND,8.04
Male,B.Tech,CHD,6.18
Male,PhD,ECE,8.03
Female,B.Tech,CSE,7.51
Male,MS,ECE,8.22
Male,B.Tech,CSE,7.08
Male,B.Tech,ECE,5.64
Female,PhD,CND,8.35
Male,MS,ECE,8.67
Female,MS,CSE,7.63
Female,B.Tech,ECE,8.31
Male,B.Tech,CSE,6.13
Female,B.Tech,ECE,7.01
Male,B.Tech,ECE,8.54
Female,B.Tech,ECE,6.32
Male,MS,ECE,8.74
Female,MS,CND,9.38
Female,B.Tech,CSE,7.17
Female,B.Tech,CHD,6.47
Female,MS,ECE,7.46
Male,B.Tech,CHD,8.3
Male,B.Tech,ECE,8.28
Female,B.Tech,CSE,8.45
Male,B.Tech,CHD,6.97
Male,PhD,CHD,8.82
Female,B.Tech,CSE,6.95
Female,B.Tech,CSE,6.12
Female,B.Tech,ECE,8.12
Male,PhD,CHD,9.12
Female,MS,CHD,7.29
Male,B.Tech,ECE,5.96
Female,B.Tech,ECE,7.04
Male,B.Tech,ECE,7.96
Female,B.Tech,ECE,5.87
Other,B.Tech,CSE,7.23
Male,B.Tech,CND,6.41
Female,B.Tech,CSE,7.7
Male,B.Tech,CSE,6.2
Female,B.Tech,ECE,7.77
Female,MS,ECE,7.89
Male,B.Tech,CSE,6.06
Female,B.Tech,CSE,7.06
Female,PhD,CHD,7.33
Male,B.Tech,CND,6.44
Male,MS,ECE,8.24
Female,B.Tech,ECE,5.23
Female,B.Tech,CSE,4.43
Female,MS,CSE,6.36
Female,B.Tech,CSE,8.33
Male,MS,CSE,7.95
Female,B.Tech,ECE,6.47
Male,B.Tech,CSE,7.95
Male,B.Tech,CSE,6.6
Male,B.Tech,ECE,7.27
Male,B.Tech,CHD,7.03
Male,B.Tech,CND,6.53
Male,B.Tech,ECE,7.29
Female,B.Tech,CSE,7.77
Male,MS,CHD,7.87
Male,B.Tech,CSE,6.54
Male,PhD,CHD,8.13
Male,B.Tech,ECE,4.7
Male,B.Tech,ECE,7.28
Male,MS,CND,7.15
Male,B.Tech,ECE,7.63
Female,B.Tech,ECE,6.91
Male,B.Tech,CSE,7.11
Male,B.Tech,CND,7.7
Male,B.Tech,CSE,6.07
Female,PhD,CND,8.48
Male,B.Tech,CSE,7.27
Male,MS,CSE,7.87
Male,B.Tech,CHD,6.07
Male,B.Tech,CSE,7.6
Male,B.Tech,CHD,7.7
Male,MS,CSE,8.08
Male,MS,CND,7.25
Male,B.Tech,ECE,6.47
Male,B.Tech,ECE,6.94
Female,B.Tech,CSE,7.69
Female,B.Tech,CSE,5.42
Female,B.Tech,CHD,6.44
Female,MS,CSE,7.72
Male,B.Tech,CSE,6.92
Male,MS,CHD,7.09
Male,B.Tech,ECE,6.78
Male,B.Tech,CSE,6.69
Female,B.Tech,CSE,5.96
Male,MS,CSE,7.92
Female,MS,CND,7.62
Male,B.Tech,CSE,7.5
Female,B.Tech,CND,6.11
Male,B.Tech,CSE,7.09
Male,B.Tech,CSE,6.19
Male,B.Tech,ECE,6.4
Male,MS,CSE,8.21
Male,B.Tech,ECE,7.23
Male,MS,CND,7.71
Female,B.Tech,CSE,6.73
Male,B.Tech,ECE,5.55
Male,PhD,ECE,9.0
Male,B.Tech,CSE,7.69
Female,PhD,CSE,8.63
Male,B.Tech,CND,5.4
Male,B.Tech,CSE,6.4
Male,MS,CND,7.77
Male,PhD,CHD,7.33
Female,B.Tech,CSE,7.89
Male,B.Tech,ECE,8.45
Male,MS,CND,9.44
Female,MS,CHD,7.27
Male,B.Tech,ECE,7.12
Male,MS,CND,8.93
Male,B.Tech,CSE,6.75
Female,B.Tech,CND,6.43
Male,B.Tech,CHD,5.13
Female,B.Tech,ECE,8.13
Male,PhD,CND,8.29
Male,B.Tech,ECE,6.27
Male,PhD,CHD,8.44
Female,B.Tech,ECE,7.15
Male,MS,ECE,8.12
Female,MS,ECE,7.85
Female,B.Tech,CSE,8.62
Male,B.Tech,ECE,6.87
Male,B.Tech,CSE,8.62
Male,MS,CSE,8.39
Male,MS,ECE,8.25
Female,B.Tech,CHD,6.89
Female,MS,ECE,8.68
Male,B.Tech,ECE,7.11
Male,B.Tech,CSE,6.07
Female,MS,ECE,7.32
Male,B.Tech,CSE,7.42
Female,MS,CSE,7.36
Male,B.Tech,ECE,6.94
Female,B.Tech,ECE,8.06
Male,B.Tech,CSE,7.3
Male,B.Tech,ECE,6.28
Male,MS,CND,8.99
Male,B.Tech,CSE,7.55
Male,B.Tech,CSE,8.02
Female,B.Tech,ECE,4.73
Female,B.Tech,CSE,7.33
Male,MS,CND,8.59
Male,B.Tech,ECE,8.7
Male,B.Tech,ECE,5.54
Male,PhD,ECE,8.9
Male,B.Tech,ECE,8.64
Male,MS,CSE,6.59
Male,B.Tech,CND,7.48
Male,B.Tech,ECE,7.62
Male,MS,CSE,7.77
Male,MS,ECE,7.66
Other,B.Tech,CSE,7.67
Male,B.Tech,CSE,6.39
Female,B.Tech,ECE,6.78
Male,B.Tech,ECE,7.81
Male,MS,ECE,9.23
Female,B.Tech,CSE,7.54
Female,B.Tech,ECE,7.13
Other,MS,CSE,7.64
Male,B.Tech,ECE,5.99
Male,B.Tech,ECE,8.11
Female,MS,CHD,7.89
Male,MS,CND,8.81
Male,B.Tech,CHD,6.67
Male,B.Tech,CND,6.35
Male,B.Tech,CND,7.42
Female,B.Tech,ECE,6.92
Male,B.Tech,CND,5.79
Male,MS,CND,9.27
Male,PhD,CHD,7.99
Male,MS,CSE,8.65
Male,B.Tech,CSE,7.84
Male,MS,CND,7.12
Male,B.Tech,ECE,6.0
Female,B.Tech,CHD,6.7
Male,B.Tech,CSE,6.13
Male,B.Tech,CSE,8.73
Female,PhD,CHD,8.2
Female,B.Tech,CND,7.89
Male,B.Tech,CSE,7.51
Male,PhD,CND,8.43
Male,B.Tech,ECE,7.04
Female,MS,ECE,8.87
Other,B.Tech,CSE,6.17
Female,B.Tech,CSE,8.73
Male,PhD,CSE,7.66
Female,B.Tech,ECE,7.78
Male,B.Tech,CSE,5.59
Male,B.Tech,CSE,6.68
Male,B.Tech,CHD,7.09
Female,B.Tech,ECE,6.51
Male,B.Tech,ECE,6.82
Female,B.Tech,CSE,5.61
Male,MS,CND,7.31
Male,B.Tech,CHD,7.5
Male,B.Tech,ECE,7.03
Male,B.Tech,CND,6.31
Female,PhD,CND,8.96
Male,PhD,CHD,7.69
Female,MS,CHD,7.75
Female,MS,CSE,7.65
Female,B.Tech,CSE,7.62
Male,B.Tech,CSE,7.05
Male,B.Tech,CSE,6.89
Male,B.Tech,CSE,5.16
Other,B.Tech,CHD,7.87
Female,B.Tech,CSE,6.78
Male,PhD,CND,8.36
Female,MS,ECE,7.48
Male,B.Tech,CSE,6.09
Male,MS,ECE,9.05
Male,B.Tech,CSE,5.23
Female,B.Tech,CND,5.95
Male,B.Tech,CHD,8.48
Female,B.Tech,CSE,7.64
Female,B.Tech,CND,6.67
Female,MS,CHD,8.87
Male,B.Tech,CSE,7.45
Male,B.Tech,ECE,7.23
Male,B.Tech,ECE,7.23
Male,B.Tech,CSE,7.47
Male,MS,CHD,8.35
Female,B.Tech,CSE,9.2
Male,PhD,ECE,8.2
Male,PhD,CSE,8.22
Male,B.Tech,CND,5.76
Male,B.Tech,ECE,6.95
Male,MS,CSE,9.3
Male,PhD,ECE,8.79
Female,B.Tech,CSE,6.46
Male,MS,CHD,8.02
Other,MS,CSE,7.09
Female,B.Tech,CHD,6.03
Male,B.Tech,CND,7.15
Female,MS,CHD,7.65
Male,B.Tech,CSE,5.96
Female,B.Tech,CSE,7.49
Male,B.Tech,ECE,6.92
Female,B.Tech,ECE,5.43
Female,B.Tech,ECE,4.92
Female,PhD,CHD,8.01
Female,B.Tech,CSE,5.41
Male,B.Tech,CHD,5.13
Male,B.Tech,CSE,8.13
Male,B.Tech,ECE,6.9
Male,B.Tech,ECE,6.73
Female,B.Tech,CSE,6.81
Male,B.Tech,ECE,5.86
Female,B.Tech,CHD,7.41
Male,B.Tech,ECE,6.87
Female,B.Tech,CSE,6.24
Male,PhD,CSE,8.0
Female,B.Tech,CSE,5.77
Female,B.Tech,CSE,6.59
Male,MS,CND,7.83
Male,B.Tech,ECE,6.57
Female,B.Tech,CSE,7.06
Male,B.Tech,CND,6.92
Male,B.Tech,ECE,7.23
Male,MS,CSE,8.66
Male,PhD,ECE,8.6
Male,B.Tech,CSE,7.95
Male,B.Tech,CND,6.15
Male,B.Tech,ECE,6.49
Male,PhD,CND,8.63
Female,PhD,ECE,8.64
Male,B.Tech,CHD,6.32
Female,B.Tech,CSE,7.61
Male,B.Tech,CND,6.06
Male,B.Tech,CND,7.48
Male,B.Tech,CSE,6.97
Male,B.Tech,ECE,5.62
Male,B.Tech,ECE,6.57
Male,PhD,CND,9.39
Male,PhD,ECE,8.4
Male,B.Tech,ECE,9.3
Female,B.Tech,CHD,5.56
Male,MS,CHD,8.53
Male,B.Tech,CSE,4.47
Female,B.Tech,CHD,7.0
Male,B.Tech,CSE,7.63
Male,B.Tech,ECE,7.84
Other,B.Tech,CSE,6.2
Male,B.Tech,CSE,8.04
Female,B.Tech,ECE,6.47
Other,B.Tech,ECE,6.84
Male,B.Tech,ECE,6.57
Male,B.Tech,ECE,5.86
Male,MS,ECE,9.1
Male,B.Tech,CSE,7.05
Male,B.Tech,ECE,8.09
Female,B.Tech,CSE,8.04
Male,B.Tech,ECE,6.03
Male,B.Tech,ECE,8.22
Other,MS,CND,8.35
Female,B.Tech,ECE,5.96
Male,B.Tech,CSE,7.45
Male,MS,CND,7.28
Male,B.Tech,CND,8.61
Male,B.Tech,ECE,7.81
Male,B.Tech,CND,6.93
Male,B.Tech,ECE,8.26
Female,MS,ECE,6.89
Male,B.Tech,CSE,6.25
Male,B.Tech,ECE,6.75
Male,MS,CSE,9.56
Male,B.Tech,CSE,5.93
Female,B.Tech,CSE,5.29
Female,B.Tech,CSE,5.56
Female,B.Tech,CSE,7.91
Male,PhD,CHD,8.0
